FirstTeam,SecondTeam,Date,W/L,HomeCourt
BKN,MIL,12/23/2022,W,1
MEM,PHX,12/23/2022,W,0
PHX,MEM,12/23/2022,L,1
LAC,PHI,12/23/2022,L,0
PHI,LAC,12/23/2022,W,1
MIA,IND,12/23/2022,L,1
CHA,LAL,12/23/2022,W,0
LAL,CHA,12/23/2022,L,1
DEN,POR,12/23/2022,W,1
SAS,ORL,12/23/2022,L,0
WAS,SAC,12/23/2022,W,0
SAC,WAS,12/23/2022,L,1
ORL,SAS,12/23/2022,W,1
HOU,DAL,12/23/2022,L,1
TOR,CLE,12/23/2022,W,0
POR,DEN,12/23/2022,L,0
OKC,NOP,12/23/2022,L,1
MIN,BOS,12/23/2022,L,0
BOS,MIN,12/23/2022,W,1
CLE,TOR,12/23/2022,L,1
IND,MIA,12/23/2022,W,0
DET,ATL,12/23/2022,L,0
ATL,DET,12/23/2022,W,1
NYK,CHI,12/23/2022,L,1
CHI,NYK,12/23/2022,W,0
DAL,HOU,12/23/2022,W,0
NOP,OKC,12/23/2022,W,0
WAS,UTA,12/22/2022,L,0
UTA,WAS,12/22/2022,W,1
SAS,NOP,12/22/2022,L,0
NOP,SAS,12/22/2022,W,1
LAL,SAC,12/21/2022,L,0
CHA,LAC,12/21/2022,L,0
LAC,CHA,12/21/2022,W,1
SAC,LAL,12/21/2022,W,1
DET,PHI,12/21/2022,L,0
PHI,DET,12/21/2022,W,1
IND,BOS,12/21/2022,W,0
ATL,CHI,12/21/2022,L,1
NYK,TOR,12/21/2022,L,1
TOR,NYK,12/21/2022,W,0
CHI,ATL,12/21/2022,W,0
MIL,CLE,12/21/2022,L,0
CLE,MIL,12/21/2022,W,1
DAL,MIN,12/21/2022,W,0
MIN,DAL,12/21/2022,L,1
POR,OKC,12/21/2022,L,0
HOU,ORL,12/21/2022,L,1
ORL,HOU,12/21/2022,W,0
BKN,GSW,12/21/2022,W,1
BOS,IND,12/21/2022,L,1
GSW,BKN,12/21/2022,L,0
OKC,POR,12/21/2022,W,1
DET,UTA,12/20/2022,L,1
UTA,DET,12/20/2022,W,0
DEN,MEM,12/20/2022,W,1
CHI,MIA,12/20/2022,W,0
MIA,CHI,12/20/2022,L,1
PHX,WAS,12/20/2022,L,1
WAS,PHX,12/20/2022,W,0
MEM,DEN,12/20/2022,L,0
GSW,NYK,12/20/2022,L,0
NYK,GSW,12/20/2022,W,1
PHX,LAL,12/19/2022,W,1
MIL,NOP,12/19/2022,W,0
NOP,MIL,12/19/2022,L,1
UTA,CLE,12/19/2022,L,0
CLE,UTA,12/19/2022,W,1
SAC,CHA,12/19/2022,L,1
CHA,SAC,12/19/2022,W,0
HOU,SAS,12/19/2022,L,1
SAS,HOU,12/19/2022,W,0
MIN,DAL,12/19/2022,W,1
DAL,MIN,12/19/2022,L,0
TOR,PHI,12/19/2022,L,0
ORL,ATL,12/19/2022,L,0
PHI,TOR,12/19/2022,W,1
OKC,POR,12/19/2022,W,1
POR,OKC,12/19/2022,L,0
ATL,ORL,12/19/2022,W,1
LAL,PHX,12/19/2022,L,0
DET,BKN,12/18/2022,L,1
BKN,DET,12/18/2022,W,0
LAL,WAS,12/18/2022,W,1
WAS,LAL,12/18/2022,L,0
CHI,MIN,12/18/2022,L,0
MIN,CHI,12/18/2022,W,1
BOS,ORL,12/18/2022,L,1
ORL,BOS,12/18/2022,W,0
IND,NYK,12/18/2022,L,1
NYK,IND,12/18/2022,W,0
DEN,CHA,12/18/2022,W,1
CHA,DEN,12/18/2022,L,0
GSW,TOR,12/18/2022,W,0
TOR,GSW,12/18/2022,L,1
UTA,MIL,12/17/2022,L,0
OKC,MEM,12/17/2022,W,1
CLE,DAL,12/17/2022,W,1
DAL,CLE,12/17/2022,L,0
WAS,LAC,12/17/2022,L,0
LAC,WAS,12/17/2022,W,1
MEM,OKC,12/17/2022,L,0
NOP,PHX,12/17/2022,L,0
PHX,NOP,12/17/2022,W,1
MIA,SAS,12/17/2022,W,0
HOU,POR,12/17/2022,L,1
POR,HOU,12/17/2022,W,0
SAS,MIA,12/17/2022,L,1
MIL,UTA,12/17/2022,W,1
CLE,IND,12/16/2022,W,1
ATL,CHA,12/16/2022,W,0
CHA,ATL,12/16/2022,L,1
CHI,NYK,12/16/2022,L,1
NYK,CHI,12/16/2022,W,0
GSW,PHI,12/16/2022,L,0
PHI,GSW,12/16/2022,W,1
DAL,POR,12/16/2022,W,1
BKN,TOR,12/16/2022,W,0
TOR,BKN,12/16/2022,L,1
SAC,DET,12/16/2022,W,0
ORL,BOS,12/16/2022,W,0
BOS,ORL,12/16/2022,L,1
DEN,LAL,12/16/2022,L,0
DET,SAC,12/16/2022,L,1
MIN,OKC,12/16/2022,W,0
OKC,MIN,12/16/2022,L,1
IND,CLE,12/16/2022,L,0
POR,DAL,12/16/2022,L,0
LAL,DEN,12/16/2022,W,1
UTA,NOP,12/15/2022,W,1
NOP,UTA,12/15/2022,L,0
PHX,LAC,12/15/2022,W,0
MIA,HOU,12/15/2022,W,0
MIL,MEM,12/15/2022,L,0
MEM,MIL,12/15/2022,W,1
HOU,MIA,12/15/2022,L,1
LAC,PHX,12/15/2022,L,1
POR,SAS,12/14/2022,W,0
SAS,POR,12/14/2022,L,1
LAC,MIN,12/14/2022,W,1
MIN,LAC,12/14/2022,L,0
TOR,SAC,12/14/2022,L,1
SAC,TOR,12/14/2022,W,0
GSW,IND,12/14/2022,L,0
IND,GSW,12/14/2022,W,1
ORL,ATL,12/14/2022,W,1
CHI,NYK,12/14/2022,L,1
NYK,CHI,12/14/2022,W,0
CHA,DET,12/14/2022,L,1
DET,CHA,12/14/2022,W,0
ATL,ORL,12/14/2022,L,0
DEN,WAS,12/14/2022,W,1
WAS,DEN,12/14/2022,L,0
OKC,MIA,12/14/2022,L,1
MIA,OKC,12/14/2022,W,0
CLE,DAL,12/14/2022,W,0
DAL,CLE,12/14/2022,L,1
LAL,BOS,12/13/2022,L,1
PHI,SAC,12/13/2022,W,1
HOU,PHX,12/13/2022,W,1
PHX,HOU,12/13/2022,L,0
SAC,PHI,12/13/2022,L,0
GSW,MIL,12/13/2022,L,0
UTA,NOP,12/13/2022,W,1
NOP,UTA,12/13/2022,L,0
BOS,LAL,12/13/2022,W,0
MIL,GSW,12/13/2022,W,1
IND,MIA,12/12/2022,L,1
MIA,IND,12/12/2022,W,0
WAS,BKN,12/12/2022,L,1
BKN,WAS,12/12/2022,W,0
SAS,CLE,12/12/2022,W,1
ATL,MEM,12/12/2022,L,0
LAC,BOS,12/12/2022,W,1
BOS,LAC,12/12/2022,L,0
MIN,POR,12/12/2022,L,0
POR,MIN,12/12/2022,W,1
DAL,OKC,12/12/2022,W,1
OKC,DAL,12/12/2022,L,0
CLE,SAS,12/12/2022,L,0
MEM,ATL,12/12/2022,W,1
PHI,CHA,12/11/2022,W,1
NYK,SAC,12/11/2022,W,1
SAC,NYK,12/11/2022,L,0
CHI,ATL,12/11/2022,L,0
ATL,CHI,12/11/2022,W,1
CHA,PHI,12/11/2022,L,0
DET,LAL,12/11/2022,L,1
MIL,HOU,12/11/2022,L,0
LAL,DET,12/11/2022,W,0
HOU,MIL,12/11/2022,W,1
PHX,NOP,12/11/2022,L,0
NOP,PHX,12/11/2022,W,1
ORL,TOR,12/11/2022,W,1
TOR,ORL,12/11/2022,L,0
MIA,SAS,12/10/2022,L,1
SAS,MIA,12/10/2022,W,0
CHI,DAL,12/10/2022,W,1
GSW,BOS,12/10/2022,W,1
BOS,GSW,12/10/2022,L,0
DAL,CHI,12/10/2022,L,0
MIN,POR,12/10/2022,L,0
POR,MIN,12/10/2022,W,1
UTA,DEN,12/10/2022,L,0
DEN,UTA,12/10/2022,W,1
IND,BKN,12/10/2022,L,1
BKN,IND,12/10/2022,W,0
CLE,OKC,12/10/2022,W,1
OKC,CLE,12/10/2022,L,0
LAC,WAS,12/10/2022,W,0
WAS,LAC,12/10/2022,L,1
IND,WAS,12/09/2022,W,1
WAS,IND,12/09/2022,L,0
SAC,CLE,12/09/2022,W,0
CLE,SAC,12/09/2022,L,1
CHA,NYK,12/09/2022,L,1
NYK,CHA,12/09/2022,W,0
TOR,ORL,12/09/2022,L,0
ORL,TOR,12/09/2022,W,1
MIN,UTA,12/09/2022,W,0
DET,MEM,12/09/2022,L,0
MEM,DET,12/09/2022,W,1
BKN,ATL,12/09/2022,W,1
ATL,BKN,12/09/2022,L,0
LAL,PHI,12/09/2022,L,0
PHI,LAL,12/09/2022,W,1
DAL,MIL,12/09/2022,L,1
MIL,DAL,12/09/2022,W,0
PHX,NOP,12/09/2022,L,0
NOP,PHX,12/09/2022,W,1
UTA,MIN,12/09/2022,L,1
POR,DEN,12/08/2022,L,1
DEN,POR,12/08/2022,W,0
HOU,SAS,12/08/2022,L,0
SAS,HOU,12/08/2022,W,1
LAC,MIA,12/08/2022,L,0
MIA,LAC,12/08/2022,W,1
SAC,MIL,12/07/2022,L,0
MIL,SAC,12/07/2022,W,1
CHI,WAS,12/07/2022,W,1
PHX,BOS,12/07/2022,L,1
ATL,NYK,12/07/2022,L,0
NYK,ATL,12/07/2022,W,1
BKN,CHA,12/07/2022,W,1
NOP,DET,12/07/2022,W,1
DET,NOP,12/07/2022,L,0
OKC,MEM,12/07/2022,L,0
MEM,OKC,12/07/2022,W,1
CHA,BKN,12/07/2022,L,0
IND,MIN,12/07/2022,L,0
WAS,CHI,12/07/2022,L,0
MIN,IND,12/07/2022,W,1
BOS,PHX,12/07/2022,W,0
LAL,TOR,12/07/2022,L,0
ORL,LAC,12/07/2022,W,1
LAC,ORL,12/07/2022,L,0
TOR,LAL,12/07/2022,W,1
UTA,GSW,12/07/2022,W,1
GSW,UTA,12/07/2022,L,0
CLE,LAL,12/06/2022,W,1
DET,MIA,12/06/2022,W,0
MIA,DET,12/06/2022,L,1
DEN,DAL,12/06/2022,L,1
LAL,CLE,12/06/2022,L,0
DAL,DEN,12/06/2022,W,0
MEM,MIA,12/05/2022,W,1
OKC,ATL,12/05/2022,W,0
IND,GSW,12/05/2022,W,0
ATL,OKC,12/05/2022,L,1
GSW,IND,12/05/2022,L,1
HOU,PHI,12/05/2022,W,1
PHI,HOU,12/05/2022,L,0
MIA,MEM,12/05/2022,L,0
PHX,DAL,12/05/2022,L,0
DAL,PHX,12/05/2022,W,1
LAC,CHA,12/05/2022,W,0
CHA,LAC,12/05/2022,L,1
BOS,TOR,12/05/2022,W,0
TOR,BOS,12/05/2022,L,1
ORL,MIL,12/05/2022,L,1
MIL,ORL,12/05/2022,W,0
BKN,BOS,12/04/2022,L,1
BOS,BKN,12/04/2022,W,0
CLE,NYK,12/04/2022,L,0
NYK,CLE,12/04/2022,W,1
PHX,SAS,12/04/2022,W,0
DET,MEM,12/04/2022,L,1
SAS,PHX,12/04/2022,L,1
MEM,DET,12/04/2022,W,0
IND,POR,12/04/2022,L,0
POR,IND,12/04/2022,W,1
WAS,LAL,12/04/2022,L,1
LAL,WAS,12/04/2022,W,0
SAC,CHI,12/04/2022,W,1
CHI,SAC,12/04/2022,L,0
NOP,DEN,12/04/2022,W,1
DEN,NOP,12/04/2022,L,0
MIL,CHA,12/03/2022,W,0
CHA,MIL,12/03/2022,L,1
LAC,SAC,12/03/2022,L,1
SAC,LAC,12/03/2022,W,0
DAL,NYK,12/03/2022,W,0
NYK,DAL,12/03/2022,L,1
POR,UTA,12/03/2022,W,0
UTA,POR,12/03/2022,L,1
ORL,TOR,12/03/2022,L,0
TOR,ORL,12/03/2022,W,1
HOU,GSW,12/03/2022,L,0
GSW,HOU,12/03/2022,W,1
OKC,MIN,12/03/2022,W,0
MIN,OKC,12/03/2022,L,1
NOP,SAS,12/02/2022,W,0
ATL,DEN,12/02/2022,W,1
CHA,WAS,12/02/2022,W,1
WAS,CHA,12/02/2022,L,0
MEM,PHI,12/02/2022,W,1
PHI,MEM,12/02/2022,L,0
CHI,GSW,12/02/2022,L,0
MIA,BOS,12/02/2022,W,0
BOS,MIA,12/02/2022,L,1
IND,UTA,12/02/2022,L,0
HOU,PHX,12/02/2022,W,0
PHX,HOU,12/02/2022,L,1
DEN,ATL,12/02/2022,L,0
BKN,TOR,12/02/2022,W,1
LAL,MIL,12/02/2022,W,0
TOR,BKN,12/02/2022,L,0
MIL,LAL,12/02/2022,L,1
GSW,CHI,12/02/2022,W,1
ORL,CLE,12/02/2022,L,0
CLE,ORL,12/02/2022,W,1
UTA,IND,12/02/2022,W,1
SAS,NOP,12/02/2022,L,1
DAL,DET,12/01/2022,L,0
DET,DAL,12/01/2022,W,1
MIA,BOS,11/30/2022,L,0
BOS,MIA,11/30/2022,W,1
OKC,SAS,11/30/2022,W,1
SAS,OKC,11/30/2022,L,0
LAL,POR,11/30/2022,W,1
ORL,ATL,11/30/2022,L,1
WAS,BKN,11/30/2022,L,0
BKN,WAS,11/30/2022,W,1
ATL,ORL,11/30/2022,W,0
CLE,PHI,11/30/2022,W,1
PHI,CLE,11/30/2022,L,0
HOU,DEN,11/30/2022,L,0
MIL,NYK,11/30/2022,W,0
NYK,MIL,11/30/2022,L,1
CHI,PHX,11/30/2022,L,0
UTA,LAC,11/30/2022,W,1
LAC,UTA,11/30/2022,L,0
PHX,CHI,11/30/2022,W,1
NOP,TOR,11/30/2022,W,1
TOR,NOP,11/30/2022,L,0
IND,SAC,11/30/2022,L,0
SAC,IND,11/30/2022,W,1
MEM,MIN,11/30/2022,L,0
MIN,MEM,11/30/2022,W,1
POR,LAL,11/30/2022,L,0
DEN,HOU,11/30/2022,W,1
LAC,POR,11/29/2022,W,0
POR,LAC,11/29/2022,L,1
NYK,DET,11/29/2022,W,0
DAL,GSW,11/29/2022,W,1
GSW,DAL,11/29/2022,L,0
DET,NYK,11/29/2022,L,1
WAS,MIN,11/28/2022,W,1
LAL,IND,11/28/2022,L,1
IND,LAL,11/28/2022,W,0
DEN,HOU,11/28/2022,W,1
NOP,OKC,11/28/2022,W,1
ATL,PHI,11/28/2022,L,0
PHI,ATL,11/28/2022,W,1
HOU,DEN,11/28/2022,L,0
UTA,CHI,11/28/2022,L,1
CHI,UTA,11/28/2022,W,0
PHX,SAC,11/28/2022,W,0
SAC,PHX,11/28/2022,L,1
MIN,WAS,11/28/2022,L,0
BOS,CHA,11/28/2022,W,1
CHA,BOS,11/28/2022,L,0
BKN,ORL,11/28/2022,W,1
ORL,BKN,11/28/2022,L,0
OKC,NOP,11/28/2022,L,0
CLE,TOR,11/28/2022,L,0
TOR,CLE,11/28/2022,W,1
LAC,IND,11/27/2022,W,1
MIL,DAL,11/27/2022,W,1
DAL,MIL,11/27/2022,L,0
POR,BKN,11/27/2022,L,0
BKN,POR,11/27/2022,W,1
MIN,GSW,11/27/2022,L,1
GSW,MIN,11/27/2022,W,0
ORL,PHI,11/27/2022,L,1
PHI,ORL,11/27/2022,W,0
ATL,MIA,11/27/2022,L,1
MIA,ATL,11/27/2022,W,0
BOS,WAS,11/27/2022,W,1
WAS,BOS,11/27/2022,L,0
IND,LAC,11/27/2022,L,0
DET,CLE,11/27/2022,L,1
CLE,DET,11/27/2022,W,0
MEM,NYK,11/27/2022,W,0
NYK,MEM,11/27/2022,L,1
DAL,TOR,11/26/2022,L,0
TOR,DAL,11/26/2022,W,1
LAL,SAS,11/26/2022,W,0
SAS,LAL,11/26/2022,L,1
UTA,PHX,11/26/2022,L,0
PHX,UTA,11/26/2022,W,1
OKC,HOU,11/26/2022,L,0
HOU,OKC,11/26/2022,W,1
SAS,LAL,11/25/2022,L,1
MIN,CHA,11/25/2022,L,0
DEN,LAC,11/25/2022,W,0
NOP,MEM,11/25/2022,L,0
MEM,NOP,11/25/2022,W,1
LAC,DEN,11/25/2022,L,1
BOS,SAC,11/25/2022,W,1
SAC,BOS,11/25/2022,L,0
GSW,UTA,11/25/2022,W,1
ORL,PHI,11/25/2022,L,1
OKC,CHI,11/25/2022,W,1
UTA,GSW,11/25/2022,L,0
CHI,OKC,11/25/2022,L,0
PHI,ORL,11/25/2022,W,0
DET,PHX,11/25/2022,L,0
CHA,MIN,11/25/2022,W,1
BKN,IND,11/25/2022,L,0
PHX,DET,11/25/2022,W,1
WAS,MIA,11/25/2022,L,0
MIA,WAS,11/25/2022,W,1
IND,BKN,11/25/2022,W,1
LAL,SAS,11/25/2022,W,0
NYK,POR,11/25/2022,L,1
CLE,MIL,11/25/2022,L,0
ATL,HOU,11/25/2022,L,0
MIL,CLE,11/25/2022,W,1
POR,NYK,11/25/2022,W,0
HOU,ATL,11/25/2022,W,1
MIL,CHI,11/23/2022,L,1
DET,UTA,11/23/2022,W,0
UTA,DET,11/23/2022,L,1
CHI,MIL,11/23/2022,W,0
PHI,CHA,11/23/2022,L,0
CHA,PHI,11/23/2022,W,1
SAS,NOP,11/23/2022,L,1
NOP,SAS,11/23/2022,W,0
BOS,DAL,11/23/2022,W,1
DAL,BOS,11/23/2022,L,0
GSW,LAC,11/23/2022,W,1
TOR,BKN,11/23/2022,L,1
BKN,TOR,11/23/2022,W,0
SAC,ATL,11/23/2022,L,0
ATL,SAC,11/23/2022,W,1
LAC,GSW,11/23/2022,L,0
DEN,OKC,11/23/2022,W,0
OKC,DEN,11/23/2022,L,1
MIA,WAS,11/23/2022,W,1
WAS,MIA,11/23/2022,L,0
CLE,POR,11/23/2022,W,1
POR,CLE,11/23/2022,L,0
IND,MIN,11/23/2022,L,1
MIN,IND,11/23/2022,W,0
SAC,MEM,11/22/2022,W,0
PHI,BKN,11/22/2022,W,1
BKN,PHI,11/22/2022,L,0
MEM,SAC,11/22/2022,L,1
LAL,PHX,11/22/2022,L,0
PHX,LAL,11/22/2022,W,1
DEN,DET,11/22/2022,L,1
DET,DEN,11/22/2022,W,0
ATL,CLE,11/21/2022,L,0
CLE,ATL,11/21/2022,W,1
GSW,NOP,11/21/2022,L,0
MIL,POR,11/21/2022,W,1
POR,MIL,11/21/2022,L,0
NOP,GSW,11/21/2022,W,1
ORL,IND,11/21/2022,L,0
BOS,CHI,11/21/2022,L,0
CHI,BOS,11/21/2022,W,1
MIN,MIA,11/21/2022,W,1
MIA,MIN,11/21/2022,L,0
LAC,UTA,11/21/2022,W,1
UTA,LAC,11/21/2022,L,0
OKC,NYK,11/21/2022,L,1
NYK,OKC,11/21/2022,W,0
IND,ORL,11/21/2022,W,1
MEM,BKN,11/20/2022,L,0
BKN,MEM,11/20/2022,W,1
CHA,WAS,11/20/2022,L,0
WAS,CHA,11/20/2022,W,1
SAC,DET,11/20/2022,W,1
DET,SAC,11/20/2022,L,0
PHX,NYK,11/20/2022,W,1
NYK,PHX,11/20/2022,L,0
MIA,CLE,11/20/2022,L,0
LAL,SAS,11/20/2022,W,1
DAL,DEN,11/20/2022,L,1
DEN,DAL,11/20/2022,W,0
HOU,GSW,11/20/2022,L,1
GSW,HOU,11/20/2022,W,0
SAS,LAL,11/20/2022,L,0
CLE,MIA,11/20/2022,W,1
UTA,POR,11/19/2022,W,0
POR,UTA,11/19/2022,L,1
TOR,ATL,11/19/2022,L,0
ATL,TOR,11/19/2022,W,1
SAS,LAC,11/19/2022,L,0
LAC,SAS,11/19/2022,W,1
PHI,MIN,11/19/2022,L,1
MIN,PHI,11/19/2022,W,0
ORL,IND,11/19/2022,L,0
IND,ORL,11/19/2022,W,1
LAL,DET,11/18/2022,W,1
DET,LAL,11/18/2022,L,0
MIA,WAS,11/18/2022,L,0
WAS,MIA,11/18/2022,W,1
CLE,CHA,11/18/2022,W,1
NYK,GSW,11/18/2022,L,0
IND,HOU,11/18/2022,W,0
HOU,IND,11/18/2022,L,1
MIL,PHI,11/18/2022,L,0
PHI,MIL,11/18/2022,W,1
DAL,DEN,11/18/2022,W,1
OKC,MEM,11/18/2022,L,0
MEM,OKC,11/18/2022,W,1
BOS,NOP,11/18/2022,W,0
NOP,BOS,11/18/2022,L,1
ORL,CHI,11/18/2022,W,0
CHI,ORL,11/18/2022,L,1
UTA,PHX,11/18/2022,W,1
PHX,UTA,11/18/2022,L,0
DEN,DAL,11/18/2022,L,0
CHA,CLE,11/18/2022,L,0
GSW,NYK,11/18/2022,W,1
DET,LAC,11/17/2022,L,0
LAC,DET,11/17/2022,W,1
SAC,SAS,11/17/2022,W,1
SAS,SAC,11/17/2022,L,0
BKN,POR,11/17/2022,W,0
POR,BKN,11/17/2022,L,1
IND,CHA,11/16/2022,W,0
CHA,IND,11/16/2022,L,1
OKC,WAS,11/16/2022,W,0
GSW,PHX,11/16/2022,L,0
PHX,GSW,11/16/2022,W,1
HOU,DAL,11/16/2022,W,0
WAS,OKC,11/16/2022,L,1
DAL,HOU,11/16/2022,L,1
ORL,MIN,11/16/2022,L,1
MIN,ORL,11/16/2022,W,0
NOP,CHI,11/16/2022,W,1
ATL,BOS,11/16/2022,L,1
BOS,ATL,11/16/2022,W,0
CHI,NOP,11/16/2022,L,0
MIL,CLE,11/16/2022,W,1
MIA,TOR,11/16/2022,L,0
TOR,MIA,11/16/2022,W,1
DEN,NYK,11/16/2022,L,1
NYK,DEN,11/16/2022,W,0
CLE,MIL,11/16/2022,L,0
BKN,SAC,11/15/2022,L,0
UTA,NYK,11/15/2022,L,1
SAS,POR,11/15/2022,L,0
POR,SAS,11/15/2022,W,1
NYK,UTA,11/15/2022,W,0
MEM,NOP,11/15/2022,L,0
NOP,MEM,11/15/2022,W,1
SAC,BKN,11/15/2022,W,1
LAC,DAL,11/15/2022,L,0
DAL,LAC,11/15/2022,W,1
DET,TOR,11/14/2022,L,1
ATL,MIL,11/14/2022,W,0
MIL,ATL,11/14/2022,L,1
TOR,DET,11/14/2022,W,0
ORL,CHA,11/14/2022,L,1
GSW,SAS,11/14/2022,W,1
SAS,GSW,11/14/2022,L,0
HOU,LAC,11/14/2022,L,1
LAC,HOU,11/14/2022,W,0
BOS,OKC,11/14/2022,W,1
OKC,BOS,11/14/2022,L,0
PHX,MIA,11/14/2022,L,0
MIA,PHX,11/14/2022,W,1
CHA,ORL,11/14/2022,W,0
MIN,CLE,11/13/2022,W,0
GSW,SAC,11/13/2022,L,0
SAC,GSW,11/13/2022,W,1
OKC,NYK,11/13/2022,W,0
NYK,OKC,11/13/2022,L,1
WAS,MEM,11/13/2022,W,1
LAL,BKN,11/13/2022,W,1
CLE,MIN,11/13/2022,L,1
PHI,UTA,11/13/2022,W,1
BKN,LAL,11/13/2022,L,0
UTA,PHI,11/13/2022,L,0
MEM,WAS,11/13/2022,L,0
CHI,DEN,11/13/2022,L,1
DEN,CHI,11/13/2022,W,0
WAS,UTA,11/12/2022,W,1
UTA,WAS,11/12/2022,L,0
DAL,POR,11/12/2022,W,1
POR,DAL,11/12/2022,L,0
NOP,HOU,11/12/2022,W,1
PHI,ATL,11/12/2022,W,1
CHA,MIA,11/12/2022,L,0
MIA,CHA,11/12/2022,W,1
ATL,PHI,11/12/2022,L,0
LAC,BKN,11/12/2022,L,1
BKN,LAC,11/12/2022,W,0
TOR,IND,11/12/2022,L,0
IND,TOR,11/12/2022,W,1
BOS,DET,11/12/2022,W,0
DET,BOS,11/12/2022,L,1
HOU,NOP,11/12/2022,L,0
MIL,SAS,11/11/2022,L,0
SAS,MIL,11/11/2022,W,1
LAL,SAC,11/11/2022,L,1
SAC,LAL,11/11/2022,W,0
GSW,CLE,11/11/2022,W,1
CLE,GSW,11/11/2022,L,0
TOR,OKC,11/11/2022,L,0
OKC,TOR,11/11/2022,W,1
MIN,MEM,11/11/2022,L,0
MEM,MIN,11/11/2022,W,1
DEN,BOS,11/11/2022,L,0
BOS,DEN,11/11/2022,W,1
PHX,ORL,11/11/2022,L,0
ORL,PHX,11/11/2022,W,1
DET,NYK,11/11/2022,L,0
NYK,DET,11/11/2022,W,1
PHI,ATL,11/10/2022,L,0
ATL,PHI,11/10/2022,W,1
WAS,DAL,11/10/2022,W,1
DAL,WAS,11/10/2022,L,0
MIA,CHA,11/10/2022,W,1
CHA,MIA,11/10/2022,L,0
NOP,POR,11/10/2022,L,1
POR,NOP,11/10/2022,W,0
LAC,LAL,11/09/2022,W,1
UTA,ATL,11/09/2022,W,0
IND,DEN,11/09/2022,L,1
DEN,IND,11/09/2022,W,0
OKC,MIL,11/09/2022,L,1
MIL,OKC,11/09/2022,W,0
MIN,PHX,11/09/2022,L,1
PHX,MIN,11/09/2022,W,0
HOU,TOR,11/09/2022,L,0
TOR,HOU,11/09/2022,W,1
POR,CHA,11/09/2022,W,0
CHA,POR,11/09/2022,L,1
ATL,UTA,11/09/2022,L,1
DAL,ORL,11/09/2022,L,0
ORL,DAL,11/09/2022,W,1
BKN,NYK,11/09/2022,W,1
NYK,BKN,11/09/2022,L,0
MEM,SAS,11/09/2022,W,0
SAS,MEM,11/09/2022,L,1
LAL,LAC,11/09/2022,L,0
NOP,CHI,11/09/2022,W,0
CLE,SAC,11/09/2022,L,0
SAC,CLE,11/09/2022,W,1
BOS,DET,11/09/2022,W,1
DET,BOS,11/09/2022,L,0
CHI,NOP,11/09/2022,L,1
PHX,PHI,11/07/2022,L,0
PHI,PHX,11/07/2022,W,1
HOU,ORL,11/07/2022,W,0
ORL,HOU,11/07/2022,L,1
CHI,TOR,11/07/2022,W,1
TOR,CHI,11/07/2022,L,0
IND,NOP,11/07/2022,W,1
NOP,IND,11/07/2022,L,0
DET,OKC,11/07/2022,W,1
OKC,DET,11/07/2022,L,0
DAL,BKN,11/07/2022,W,1
BKN,DAL,11/07/2022,L,0
BOS,MEM,11/07/2022,W,0
NYK,MIN,11/07/2022,W,0
MIN,NYK,11/07/2022,L,1
ATL,MIL,11/07/2022,W,1
MIL,ATL,11/07/2022,L,0
DEN,SAS,11/07/2022,W,0
LAC,CLE,11/07/2022,W,1
CLE,LAC,11/07/2022,L,0
UTA,LAL,11/07/2022,W,1
LAL,UTA,11/07/2022,L,0
SAS,DEN,11/07/2022,L,1
POR,MIA,11/07/2022,W,0
CHA,WAS,11/07/2022,L,1
WAS,CHA,11/07/2022,W,0
GSW,SAC,11/07/2022,W,1
SAC,GSW,11/07/2022,L,0
MIA,POR,11/07/2022,L,1
MEM,BOS,11/07/2022,L,1
LAL,CLE,11/06/2022,L,1
CLE,LAL,11/06/2022,W,0
LAC,UTA,11/06/2022,L,1
UTA,LAC,11/06/2022,W,0
TOR,CHI,11/06/2022,W,1
WAS,MEM,11/06/2022,L,0
MEM,WAS,11/06/2022,W,1
CHI,TOR,11/06/2022,L,0
NOP,ATL,11/05/2022,L,0
ATL,NOP,11/05/2022,W,1
SAC,ORL,11/05/2022,W,0
ORL,SAC,11/05/2022,L,1
DEN,SAS,11/05/2022,W,1
SAS,DEN,11/05/2022,L,0
POR,PHX,11/05/2022,L,0
PHX,POR,11/05/2022,W,1
BKN,CHA,11/05/2022,W,0
CHA,BKN,11/05/2022,L,1
NYK,BOS,11/05/2022,L,1
BOS,NYK,11/05/2022,W,0
MIL,OKC,11/05/2022,W,1
HOU,MIN,11/05/2022,L,0
MIN,HOU,11/05/2022,W,1
OKC,MIL,11/05/2022,L,0
DET,CLE,11/04/2022,L,1
MIN,MIL,11/04/2022,L,1
MIL,MIN,11/04/2022,W,0
PHX,POR,11/04/2022,L,1
POR,PHX,11/04/2022,W,0
UTA,LAL,11/04/2022,W,0
LAL,UTA,11/04/2022,L,1
CLE,DET,11/04/2022,W,0
PHI,NYK,11/04/2022,L,1
NYK,PHI,11/04/2022,W,0
IND,MIA,11/04/2022,W,1
CHA,MEM,11/04/2022,L,0
MEM,CHA,11/04/2022,W,1
NOP,GSW,11/04/2022,W,1
GSW,NOP,11/04/2022,L,0
MIA,IND,11/04/2022,L,0
CHI,BOS,11/04/2022,L,0
BOS,CHI,11/04/2022,W,1
LAC,SAS,11/04/2022,W,0
SAS,LAC,11/04/2022,L,1
WAS,BKN,11/04/2022,L,1
BKN,WAS,11/04/2022,W,0
