FirstTeam,SecondTeam,Date,W/L,HomeCourt
PHI,WAS,01/06/2021,W,1
WAS,PHI,01/06/2021,L,0
TOR,PHX,01/06/2021,L,0
PHX,TOR,01/06/2021,W,1
MIL,DET,01/06/2021,W,1
ATL,CHA,01/06/2021,L,1
LAC,GSW,01/06/2021,W,0
GSW,LAC,01/06/2021,L,1
CHA,ATL,01/06/2021,W,0
IND,HOU,01/06/2021,W,1
ORL,CLE,01/06/2021,W,1
CLE,ORL,01/06/2021,L,0
UTA,NYK,01/06/2021,L,0
HOU,IND,01/06/2021,L,0
MIA,BOS,01/06/2021,L,1
BOS,MIA,01/06/2021,W,0
SAS,LAC,01/05/2021,W,0
LAC,SAS,01/05/2021,L,1
BKN,UTA,01/05/2021,W,1
UTA,BKN,01/05/2021,L,0
DEN,MIN,01/05/2021,W,1
POR,CHI,01/05/2021,L,1
CHI,POR,01/05/2021,W,0
MEM,LAL,01/05/2021,L,1
LAL,MEM,01/05/2021,W,0
MIN,DEN,01/05/2021,L,0
ATL,NYK,01/04/2021,L,1
MIA,OKC,01/04/2021,W,1
HOU,DAL,01/04/2021,L,1
NYK,ATL,01/04/2021,W,0
OKC,MIA,01/04/2021,L,0
PHI,CHA,01/04/2021,W,1
CHA,PHI,01/04/2021,L,0
CLE,ORL,01/04/2021,L,0
ORL,CLE,01/04/2021,W,1
GSW,SAC,01/04/2021,W,1
SAC,GSW,01/04/2021,L,0
DET,MIL,01/04/2021,L,0
MIL,DET,01/04/2021,W,1
TOR,BOS,01/04/2021,L,1
BOS,TOR,01/04/2021,W,0
NOP,IND,01/04/2021,L,1
IND,NOP,01/04/2021,W,0
DAL,HOU,01/04/2021,W,0
SAS,UTA,01/03/2021,L,1
UTA,SAS,01/03/2021,W,0
DET,BOS,01/03/2021,L,1
BOS,DET,01/03/2021,W,0
LAL,MEM,01/03/2021,W,0
DEN,MIN,01/03/2021,W,0
LAC,PHX,01/03/2021,W,0
POR,GSW,01/03/2021,L,0
GSW,POR,01/03/2021,W,1
MIN,DEN,01/03/2021,L,1
PHX,LAC,01/03/2021,L,1
DAL,CHI,01/03/2021,L,0
CHI,DAL,01/03/2021,W,1
WAS,BKN,01/03/2021,W,0
BKN,WAS,01/03/2021,L,1
MEM,LAL,01/03/2021,L,1
PHI,CHA,01/02/2021,W,1
CHA,PHI,01/02/2021,L,0
ORL,OKC,01/02/2021,L,1
NOP,TOR,01/02/2021,W,1
SAC,HOU,01/02/2021,L,0
HOU,SAC,01/02/2021,W,1
IND,NYK,01/02/2021,L,1
TOR,NOP,01/02/2021,L,0
NYK,IND,01/02/2021,W,0
ATL,CLE,01/02/2021,L,1
CLE,ATL,01/02/2021,W,0
OKC,ORL,01/02/2021,W,0
LAC,UTA,01/01/2021,L,0
UTA,LAC,01/01/2021,W,1
BKN,ATL,01/01/2021,L,1
ATL,BKN,01/01/2021,W,0
DET,BOS,01/01/2021,W,1
BOS,DET,01/01/2021,L,0
LAL,SAS,01/01/2021,W,0
SAS,LAL,01/01/2021,L,1
DAL,MIA,01/01/2021,W,1
MIA,DAL,01/01/2021,L,0
CHI,MIL,01/01/2021,L,0
POR,GSW,01/01/2021,W,0
GSW,POR,01/01/2021,L,1
WAS,MIN,01/01/2021,W,0
MIN,WAS,01/01/2021,L,1
MIL,CHI,01/01/2021,W,1
DEN,PHX,01/01/2021,L,1
PHX,DEN,01/01/2021,W,0
MEM,CHA,01/01/2021,W,0
CHA,MEM,01/01/2021,L,1
SAC,HOU,12/31/2020,L,0
IND,CLE,12/31/2020,W,1
CLE,IND,12/31/2020,L,0
ORL,PHI,12/31/2020,L,1
PHX,UTA,12/31/2020,W,0
UTA,PHX,12/31/2020,L,1
NOP,OKC,12/31/2020,W,0
OKC,NOP,12/31/2020,L,1
PHI,ORL,12/31/2020,W,0
HOU,SAC,12/31/2020,W,1
TOR,NYK,12/31/2020,W,1
NYK,TOR,12/31/2020,L,0
WAS,CHI,12/31/2020,L,1
CHI,WAS,12/31/2020,W,0
BOS,MEM,12/30/2020,W,1
MIL,MIA,12/30/2020,L,0
POR,LAC,12/30/2020,L,0
LAC,POR,12/30/2020,W,1
MEM,BOS,12/30/2020,L,0
MIA,MIL,12/30/2020,W,1
BKN,ATL,12/30/2020,W,1
ATL,BKN,12/30/2020,L,0
LAL,SAS,12/30/2020,W,0
SAS,LAL,12/30/2020,L,1
DAL,CHA,12/30/2020,L,1
CHA,DAL,12/30/2020,W,0
DET,GSW,12/29/2020,L,1
MIL,MIA,12/29/2020,W,0
MIA,MIL,12/29/2020,L,1
IND,BOS,12/29/2020,L,1
BOS,IND,12/29/2020,W,0
OKC,ORL,12/29/2020,L,1
ORL,OKC,12/29/2020,W,0
TOR,PHI,12/29/2020,L,0
MIN,LAC,12/29/2020,L,0
PHI,TOR,12/29/2020,W,1
DEN,SAC,12/29/2020,L,0
LAC,MIN,12/29/2020,W,1
SAC,DEN,12/29/2020,W,1
PHX,NOP,12/29/2020,W,1
NOP,PHX,12/29/2020,L,0
WAS,CHI,12/29/2020,L,1
CLE,NYK,12/29/2020,L,1
NYK,CLE,12/29/2020,W,0
CHI,WAS,12/29/2020,W,0
GSW,DET,12/29/2020,W,0
DEN,HOU,12/28/2020,W,1
HOU,DEN,12/28/2020,L,0
LAL,POR,12/28/2020,L,1
UTA,OKC,12/28/2020,W,0
OKC,UTA,12/28/2020,L,1
POR,LAL,12/28/2020,W,0
MEM,BKN,12/28/2020,W,0
BKN,MEM,12/28/2020,L,1
ATL,DET,12/28/2020,W,1
DET,ATL,12/28/2020,L,0
ORL,WAS,12/27/2020,W,0
DAL,LAC,12/27/2020,W,0
LAC,DAL,12/27/2020,L,1
NYK,MIL,12/27/2020,W,1
MIN,LAL,12/27/2020,L,0
MIL,NYK,12/27/2020,L,0
BOS,IND,12/27/2020,L,0
IND,BOS,12/27/2020,W,1
LAL,MIN,12/27/2020,W,1
WAS,ORL,12/27/2020,L,1
CHA,BKN,12/27/2020,W,1
NOP,SAS,12/27/2020,W,1
GSW,CHI,12/27/2020,W,0
CHI,GSW,12/27/2020,L,1
PHI,CLE,12/27/2020,L,0
CLE,PHI,12/27/2020,W,1
BKN,CHA,12/27/2020,L,0
SAS,NOP,12/27/2020,L,0
SAC,PHX,12/27/2020,L,1
PHX,SAC,12/27/2020,W,0
CHI,IND,12/26/2020,L,1
CHA,OKC,12/26/2020,L,1
OKC,CHA,12/26/2020,W,0
ATL,MEM,12/26/2020,W,0
MEM,ATL,12/26/2020,L,1
POR,HOU,12/26/2020,W,1
SAC,PHX,12/26/2020,W,1
HOU,POR,12/26/2020,L,0
UTA,MIN,12/26/2020,L,1
MIN,UTA,12/26/2020,W,0
PHX,SAC,12/26/2020,L,0
DET,CLE,12/26/2020,L,1
CLE,DET,12/26/2020,W,0
WAS,ORL,12/26/2020,L,1
PHI,NYK,12/26/2020,W,0
NYK,PHI,12/26/2020,L,1
TOR,SAS,12/26/2020,L,0
SAS,TOR,12/26/2020,W,1
ORL,WAS,12/26/2020,W,0
IND,CHI,12/26/2020,W,0
GSW,MIL,12/25/2020,L,0
MIL,GSW,12/25/2020,W,1
BOS,BKN,12/25/2020,L,1
BKN,BOS,12/25/2020,W,0
MIA,NOP,12/25/2020,W,1
NOP,MIA,12/25/2020,L,0
LAC,DEN,12/25/2020,W,0
DEN,LAC,12/25/2020,L,1
DAL,LAL,12/25/2020,L,0
LAL,DAL,12/25/2020,W,1
TOR,NOP,12/23/2020,L,1
PHX,DAL,12/23/2020,W,1
DAL,PHX,12/23/2020,L,0
PHI,WAS,12/23/2020,W,1
CHI,ATL,12/23/2020,L,1
ATL,CHI,12/23/2020,W,0
NOP,TOR,12/23/2020,W,0
CLE,CHA,12/23/2020,W,1
CHA,CLE,12/23/2020,L,0
IND,NYK,12/23/2020,W,1
MEM,SAS,12/23/2020,L,1
SAS,MEM,12/23/2020,W,0
DET,MIN,12/23/2020,L,0
MIN,DET,12/23/2020,W,1
MIL,BOS,12/23/2020,L,0
BOS,MIL,12/23/2020,W,1
SAC,DEN,12/23/2020,W,0
DEN,SAC,12/23/2020,L,1
ORL,MIA,12/23/2020,W,1
MIA,ORL,12/23/2020,L,0
POR,UTA,12/23/2020,L,1
UTA,POR,12/23/2020,W,0
NYK,IND,12/23/2020,L,0
WAS,PHI,12/23/2020,L,0
LAC,LAL,12/22/2020,W,0
LAL,LAC,12/22/2020,L,1
BKN,GSW,12/22/2020,W,1
GSW,BKN,12/22/2020,L,0
