FirstTeam,SecondTeam,Date,W/L
SAC,NYK,12/11/2022,L
CHI,ATL,12/11/2022,L
ATL,CHI,12/11/2022,W
CHA,PHI,12/11/2022,L
DET,LAL,12/11/2022,L
MIL,HOU,12/11/2022,L
LAL,DET,12/11/2022,W
HOU,MIL,12/11/2022,W
PHX,NOP,12/11/2022,L
NOP,PHX,12/11/2022,W
ORL,TOR,12/11/2022,W
TOR,ORL,12/11/2022,L
MIA,SAS,12/10/2022,L
SAS,MIA,12/10/2022,W
CHI,DAL,12/10/2022,W
GSW,BOS,12/10/2022,W
BOS,GSW,12/10/2022,L
DAL,CHI,12/10/2022,L
MIN,POR,12/10/2022,L
POR,MIN,12/10/2022,W
UTA,DEN,12/10/2022,L
DEN,UTA,12/10/2022,W
IND,BKN,12/10/2022,L
BKN,IND,12/10/2022,W
CLE,OKC,12/10/2022,W
OKC,CLE,12/10/2022,L
LAC,WAS,12/10/2022,W
WAS,LAC,12/10/2022,L
IND,WAS,12/09/2022,W
WAS,IND,12/09/2022,L
SAC,CLE,12/09/2022,W
CLE,SAC,12/09/2022,L
CHA,NYK,12/09/2022,L
NYK,CHA,12/09/2022,W
TOR,ORL,12/09/2022,L
ORL,TOR,12/09/2022,W
MIN,UTA,12/09/2022,W
DET,MEM,12/09/2022,L
MEM,DET,12/09/2022,W
BKN,ATL,12/09/2022,W
ATL,BKN,12/09/2022,L
LAL,PHI,12/09/2022,L
PHI,LAL,12/09/2022,W
DAL,MIL,12/09/2022,L
MIL,DAL,12/09/2022,W
PHX,NOP,12/09/2022,L
NOP,PHX,12/09/2022,W
UTA,MIN,12/09/2022,L
POR,DEN,12/08/2022,L
DEN,POR,12/08/2022,W
HOU,SAS,12/08/2022,L
SAS,HOU,12/08/2022,W
LAC,MIA,12/08/2022,L
MIA,LAC,12/08/2022,W
SAC,MIL,12/07/2022,L
MIL,SAC,12/07/2022,W
CHI,WAS,12/07/2022,W
PHX,BOS,12/07/2022,L
ATL,NYK,12/07/2022,L
NYK,ATL,12/07/2022,W
BKN,CHA,12/07/2022,W
NOP,DET,12/07/2022,W
DET,NOP,12/07/2022,L
OKC,MEM,12/07/2022,L
MEM,OKC,12/07/2022,W
CHA,BKN,12/07/2022,L
IND,MIN,12/07/2022,L
WAS,CHI,12/07/2022,L
MIN,IND,12/07/2022,W
BOS,PHX,12/07/2022,W
LAL,TOR,12/07/2022,L
ORL,LAC,12/07/2022,W
LAC,ORL,12/07/2022,L
TOR,LAL,12/07/2022,W
UTA,GSW,12/07/2022,W
GSW,UTA,12/07/2022,L
CLE,LAL,12/06/2022,W
DET,MIA,12/06/2022,W
MIA,DET,12/06/2022,L
DEN,DAL,12/06/2022,L
LAL,CLE,12/06/2022,L
DAL,DEN,12/06/2022,W
MEM,MIA,12/05/2022,W
OKC,ATL,12/05/2022,W
IND,GSW,12/05/2022,W
ATL,OKC,12/05/2022,L
GSW,IND,12/05/2022,L
HOU,PHI,12/05/2022,W
PHI,HOU,12/05/2022,L
MIA,MEM,12/05/2022,L
PHX,DAL,12/05/2022,L
DAL,PHX,12/05/2022,W
LAC,CHA,12/05/2022,W
CHA,LAC,12/05/2022,L
BOS,TOR,12/05/2022,W
TOR,BOS,12/05/2022,L
ORL,MIL,12/05/2022,L
MIL,ORL,12/05/2022,W
BKN,BOS,12/04/2022,L
BOS,BKN,12/04/2022,W
CLE,NYK,12/04/2022,L
NYK,CLE,12/04/2022,W
PHX,SAS,12/04/2022,W
DET,MEM,12/04/2022,L
SAS,PHX,12/04/2022,L
MEM,DET,12/04/2022,W
IND,POR,12/04/2022,L
POR,IND,12/04/2022,W
WAS,LAL,12/04/2022,L
LAL,WAS,12/04/2022,W
SAC,CHI,12/04/2022,W
CHI,SAC,12/04/2022,L
NOP,DEN,12/04/2022,W
DEN,NOP,12/04/2022,L
MIL,CHA,12/03/2022,W
CHA,MIL,12/03/2022,L
LAC,SAC,12/03/2022,L
SAC,LAC,12/03/2022,W
DAL,NYK,12/03/2022,W
NYK,DAL,12/03/2022,L
POR,UTA,12/03/2022,W
UTA,POR,12/03/2022,L
ORL,TOR,12/03/2022,L
TOR,ORL,12/03/2022,W
HOU,GSW,12/03/2022,L
GSW,HOU,12/03/2022,W
OKC,MIN,12/03/2022,W
MIN,OKC,12/03/2022,L
NOP,SAS,12/02/2022,W
ATL,DEN,12/02/2022,W
CHA,WAS,12/02/2022,W
WAS,CHA,12/02/2022,L
MEM,PHI,12/02/2022,W
PHI,MEM,12/02/2022,L
CHI,GSW,12/02/2022,L
MIA,BOS,12/02/2022,W
BOS,MIA,12/02/2022,L
IND,UTA,12/02/2022,L
HOU,PHX,12/02/2022,W
PHX,HOU,12/02/2022,L
DEN,ATL,12/02/2022,L
BKN,TOR,12/02/2022,W
LAL,MIL,12/02/2022,W
TOR,BKN,12/02/2022,L
MIL,LAL,12/02/2022,L
GSW,CHI,12/02/2022,W
ORL,CLE,12/02/2022,L
CLE,ORL,12/02/2022,W
UTA,IND,12/02/2022,W
SAS,NOP,12/02/2022,L
DAL,DET,12/01/2022,L
DET,DAL,12/01/2022,W
MIA,BOS,11/30/2022,L
BOS,MIA,11/30/2022,W
OKC,SAS,11/30/2022,W
SAS,OKC,11/30/2022,L
LAL,POR,11/30/2022,W
ORL,ATL,11/30/2022,L
WAS,BKN,11/30/2022,L
BKN,WAS,11/30/2022,W
ATL,ORL,11/30/2022,W
CLE,PHI,11/30/2022,W
PHI,CLE,11/30/2022,L
HOU,DEN,11/30/2022,L
MIL,NYK,11/30/2022,W
NYK,MIL,11/30/2022,L
CHI,PHX,11/30/2022,L
UTA,LAC,11/30/2022,W
LAC,UTA,11/30/2022,L
PHX,CHI,11/30/2022,W
NOP,TOR,11/30/2022,W
TOR,NOP,11/30/2022,L
IND,SAC,11/30/2022,L
SAC,IND,11/30/2022,W
MEM,MIN,11/30/2022,L
MIN,MEM,11/30/2022,W
POR,LAL,11/30/2022,L
DEN,HOU,11/30/2022,W
LAC,POR,11/29/2022,W
POR,LAC,11/29/2022,L
NYK,DET,11/29/2022,W
DAL,GSW,11/29/2022,W
GSW,DAL,11/29/2022,L
DET,NYK,11/29/2022,L
WAS,MIN,11/28/2022,W
LAL,IND,11/28/2022,L
IND,LAL,11/28/2022,W
DEN,HOU,11/28/2022,W
NOP,OKC,11/28/2022,W
ATL,PHI,11/28/2022,L
PHI,ATL,11/28/2022,W
HOU,DEN,11/28/2022,L
UTA,CHI,11/28/2022,L
CHI,UTA,11/28/2022,W
PHX,SAC,11/28/2022,W
SAC,PHX,11/28/2022,L
MIN,WAS,11/28/2022,L
BOS,CHA,11/28/2022,W
CHA,BOS,11/28/2022,L
BKN,ORL,11/28/2022,W
ORL,BKN,11/28/2022,L
OKC,NOP,11/28/2022,L
CLE,TOR,11/28/2022,L
TOR,CLE,11/28/2022,W
LAC,IND,11/27/2022,W
MIL,DAL,11/27/2022,W
DAL,MIL,11/27/2022,L
POR,BKN,11/27/2022,L
BKN,POR,11/27/2022,W
MIN,GSW,11/27/2022,L
GSW,MIN,11/27/2022,W
ORL,PHI,11/27/2022,L
PHI,ORL,11/27/2022,W
ATL,MIA,11/27/2022,L
MIA,ATL,11/27/2022,W
BOS,WAS,11/27/2022,W
WAS,BOS,11/27/2022,L
IND,LAC,11/27/2022,L
DET,CLE,11/27/2022,L
CLE,DET,11/27/2022,W
MEM,NYK,11/27/2022,W
NYK,MEM,11/27/2022,L
DAL,TOR,11/26/2022,L
TOR,DAL,11/26/2022,W
LAL,SAS,11/26/2022,W
SAS,LAL,11/26/2022,L
UTA,PHX,11/26/2022,L
PHX,UTA,11/26/2022,W
OKC,HOU,11/26/2022,L
HOU,OKC,11/26/2022,W
SAS,LAL,11/25/2022,L
MIN,CHA,11/25/2022,L
DEN,LAC,11/25/2022,W
NOP,MEM,11/25/2022,L
MEM,NOP,11/25/2022,W
LAC,DEN,11/25/2022,L
BOS,SAC,11/25/2022,W
SAC,BOS,11/25/2022,L
GSW,UTA,11/25/2022,W
ORL,PHI,11/25/2022,L
OKC,CHI,11/25/2022,W
UTA,GSW,11/25/2022,L
CHI,OKC,11/25/2022,L
PHI,ORL,11/25/2022,W
DET,PHX,11/25/2022,L
CHA,MIN,11/25/2022,W
BKN,IND,11/25/2022,L
PHX,DET,11/25/2022,W
WAS,MIA,11/25/2022,L
MIA,WAS,11/25/2022,W
IND,BKN,11/25/2022,W
LAL,SAS,11/25/2022,W
NYK,POR,11/25/2022,L
CLE,MIL,11/25/2022,L
ATL,HOU,11/25/2022,L
MIL,CLE,11/25/2022,W
POR,NYK,11/25/2022,W
HOU,ATL,11/25/2022,W
MIL,CHI,11/23/2022,L
DET,UTA,11/23/2022,W
UTA,DET,11/23/2022,L
CHI,MIL,11/23/2022,W
PHI,CHA,11/23/2022,L
CHA,PHI,11/23/2022,W
SAS,NOP,11/23/2022,L
NOP,SAS,11/23/2022,W
BOS,DAL,11/23/2022,W
DAL,BOS,11/23/2022,L
GSW,LAC,11/23/2022,W
TOR,BKN,11/23/2022,L
BKN,TOR,11/23/2022,W
SAC,ATL,11/23/2022,L
ATL,SAC,11/23/2022,W
LAC,GSW,11/23/2022,L
DEN,OKC,11/23/2022,W
OKC,DEN,11/23/2022,L
MIA,WAS,11/23/2022,W
WAS,MIA,11/23/2022,L
CLE,POR,11/23/2022,W
POR,CLE,11/23/2022,L
IND,MIN,11/23/2022,L
MIN,IND,11/23/2022,W
SAC,MEM,11/22/2022,W
PHI,BKN,11/22/2022,W
BKN,PHI,11/22/2022,L
MEM,SAC,11/22/2022,L
LAL,PHX,11/22/2022,L
PHX,LAL,11/22/2022,W
DEN,DET,11/22/2022,L
DET,DEN,11/22/2022,W
ATL,CLE,11/21/2022,L
CLE,ATL,11/21/2022,W
GSW,NOP,11/21/2022,L
MIL,POR,11/21/2022,W
POR,MIL,11/21/2022,L
NOP,GSW,11/21/2022,W
ORL,IND,11/21/2022,L
BOS,CHI,11/21/2022,L
CHI,BOS,11/21/2022,W
MIN,MIA,11/21/2022,W
MIA,MIN,11/21/2022,L
LAC,UTA,11/21/2022,W
UTA,LAC,11/21/2022,L
OKC,NYK,11/21/2022,L
NYK,OKC,11/21/2022,W
IND,ORL,11/21/2022,W
MEM,BKN,11/20/2022,L
BKN,MEM,11/20/2022,W
CHA,WAS,11/20/2022,L
WAS,CHA,11/20/2022,W
SAC,DET,11/20/2022,W
DET,SAC,11/20/2022,L
PHX,NYK,11/20/2022,W
NYK,PHX,11/20/2022,L
MIA,CLE,11/20/2022,L
LAL,SAS,11/20/2022,W
DAL,DEN,11/20/2022,L
DEN,DAL,11/20/2022,W
HOU,GSW,11/20/2022,L
GSW,HOU,11/20/2022,W
SAS,LAL,11/20/2022,L
CLE,MIA,11/20/2022,W
UTA,POR,11/19/2022,W
POR,UTA,11/19/2022,L
TOR,ATL,11/19/2022,L
ATL,TOR,11/19/2022,W
SAS,LAC,11/19/2022,L
LAC,SAS,11/19/2022,W
PHI,MIN,11/19/2022,L
MIN,PHI,11/19/2022,W
ORL,IND,11/19/2022,L
IND,ORL,11/19/2022,W
LAL,DET,11/18/2022,W
DET,LAL,11/18/2022,L
MIA,WAS,11/18/2022,L
WAS,MIA,11/18/2022,W
CLE,CHA,11/18/2022,W
NYK,GSW,11/18/2022,L
IND,HOU,11/18/2022,W
HOU,IND,11/18/2022,L
MIL,PHI,11/18/2022,L
PHI,MIL,11/18/2022,W
DAL,DEN,11/18/2022,W
OKC,MEM,11/18/2022,L
MEM,OKC,11/18/2022,W
BOS,NOP,11/18/2022,W
NOP,BOS,11/18/2022,L
ORL,CHI,11/18/2022,W
CHI,ORL,11/18/2022,L
UTA,PHX,11/18/2022,W
PHX,UTA,11/18/2022,L
DEN,DAL,11/18/2022,L
CHA,CLE,11/18/2022,L
GSW,NYK,11/18/2022,W
DET,LAC,11/17/2022,L
LAC,DET,11/17/2022,W
SAC,SAS,11/17/2022,W
SAS,SAC,11/17/2022,L
BKN,POR,11/17/2022,W
POR,BKN,11/17/2022,L
IND,CHA,11/16/2022,W
CHA,IND,11/16/2022,L
OKC,WAS,11/16/2022,W
GSW,PHX,11/16/2022,L
PHX,GSW,11/16/2022,W
HOU,DAL,11/16/2022,W
WAS,OKC,11/16/2022,L
DAL,HOU,11/16/2022,L
ORL,MIN,11/16/2022,L
MIN,ORL,11/16/2022,W
NOP,CHI,11/16/2022,W
ATL,BOS,11/16/2022,L
BOS,ATL,11/16/2022,W
CHI,NOP,11/16/2022,L
MIL,CLE,11/16/2022,W
MIA,TOR,11/16/2022,L
TOR,MIA,11/16/2022,W
DEN,NYK,11/16/2022,L
NYK,DEN,11/16/2022,W
CLE,MIL,11/16/2022,L
BKN,SAC,11/15/2022,L
UTA,NYK,11/15/2022,L
SAS,POR,11/15/2022,L
POR,SAS,11/15/2022,W
NYK,UTA,11/15/2022,W
MEM,NOP,11/15/2022,L
NOP,MEM,11/15/2022,W
SAC,BKN,11/15/2022,W
LAC,DAL,11/15/2022,L
DAL,LAC,11/15/2022,W
DET,TOR,11/14/2022,L
ATL,MIL,11/14/2022,W
MIL,ATL,11/14/2022,L
TOR,DET,11/14/2022,W
ORL,CHA,11/14/2022,L
GSW,SAS,11/14/2022,W
SAS,GSW,11/14/2022,L
HOU,LAC,11/14/2022,L
LAC,HOU,11/14/2022,W
BOS,OKC,11/14/2022,W
OKC,BOS,11/14/2022,L
PHX,MIA,11/14/2022,L
MIA,PHX,11/14/2022,W
CHA,ORL,11/14/2022,W
MIN,CLE,11/13/2022,W
GSW,SAC,11/13/2022,L
SAC,GSW,11/13/2022,W
OKC,NYK,11/13/2022,W
NYK,OKC,11/13/2022,L
WAS,MEM,11/13/2022,W
LAL,BKN,11/13/2022,W
CLE,MIN,11/13/2022,L
PHI,UTA,11/13/2022,W
BKN,LAL,11/13/2022,L
UTA,PHI,11/13/2022,L
MEM,WAS,11/13/2022,L
CHI,DEN,11/13/2022,L
DEN,CHI,11/13/2022,W
WAS,UTA,11/12/2022,W
UTA,WAS,11/12/2022,L
DAL,POR,11/12/2022,W
POR,DAL,11/12/2022,L
NOP,HOU,11/12/2022,W
PHI,ATL,11/12/2022,W
CHA,MIA,11/12/2022,L
MIA,CHA,11/12/2022,W
ATL,PHI,11/12/2022,L
LAC,BKN,11/12/2022,L
BKN,LAC,11/12/2022,W
TOR,IND,11/12/2022,L
IND,TOR,11/12/2022,W
BOS,DET,11/12/2022,W
DET,BOS,11/12/2022,L
HOU,NOP,11/12/2022,L
MIL,SAS,11/11/2022,L
SAS,MIL,11/11/2022,W
LAL,SAC,11/11/2022,L
SAC,LAL,11/11/2022,W
GSW,CLE,11/11/2022,W
CLE,GSW,11/11/2022,L
TOR,OKC,11/11/2022,L
OKC,TOR,11/11/2022,W
MIN,MEM,11/11/2022,L
MEM,MIN,11/11/2022,W
DEN,BOS,11/11/2022,L
BOS,DEN,11/11/2022,W
PHX,ORL,11/11/2022,L
ORL,PHX,11/11/2022,W
DET,NYK,11/11/2022,L
NYK,DET,11/11/2022,W
PHI,ATL,11/10/2022,L
ATL,PHI,11/10/2022,W
WAS,DAL,11/10/2022,W
DAL,WAS,11/10/2022,L
MIA,CHA,11/10/2022,W
CHA,MIA,11/10/2022,L
NOP,POR,11/10/2022,L
POR,NOP,11/10/2022,W
LAC,LAL,11/09/2022,W
UTA,ATL,11/09/2022,W
IND,DEN,11/09/2022,L
DEN,IND,11/09/2022,W
OKC,MIL,11/09/2022,L
MIL,OKC,11/09/2022,W
MIN,PHX,11/09/2022,L
PHX,MIN,11/09/2022,W
HOU,TOR,11/09/2022,L
TOR,HOU,11/09/2022,W
POR,CHA,11/09/2022,W
CHA,POR,11/09/2022,L
ATL,UTA,11/09/2022,L
DAL,ORL,11/09/2022,L
ORL,DAL,11/09/2022,W
BKN,NYK,11/09/2022,W
NYK,BKN,11/09/2022,L
MEM,SAS,11/09/2022,W
SAS,MEM,11/09/2022,L
LAL,LAC,11/09/2022,L
NOP,CHI,11/09/2022,W
CLE,SAC,11/09/2022,L
SAC,CLE,11/09/2022,W
BOS,DET,11/09/2022,W
DET,BOS,11/09/2022,L
CHI,NOP,11/09/2022,L
PHX,PHI,11/07/2022,L
PHI,PHX,11/07/2022,W
HOU,ORL,11/07/2022,W
ORL,HOU,11/07/2022,L
CHI,TOR,11/07/2022,W
TOR,CHI,11/07/2022,L
IND,NOP,11/07/2022,W
NOP,IND,11/07/2022,L
DET,OKC,11/07/2022,W
OKC,DET,11/07/2022,L
DAL,BKN,11/07/2022,W
BKN,DAL,11/07/2022,L
BOS,MEM,11/07/2022,W
NYK,MIN,11/07/2022,W
MIN,NYK,11/07/2022,L
ATL,MIL,11/07/2022,W
MIL,ATL,11/07/2022,L
DEN,SAS,11/07/2022,W
LAC,CLE,11/07/2022,W
CLE,LAC,11/07/2022,L
UTA,LAL,11/07/2022,W
LAL,UTA,11/07/2022,L
SAS,DEN,11/07/2022,L
POR,MIA,11/07/2022,W
CHA,WAS,11/07/2022,L
WAS,CHA,11/07/2022,W
GSW,SAC,11/07/2022,W
SAC,GSW,11/07/2022,L
MIA,POR,11/07/2022,L
MEM,BOS,11/07/2022,L
LAL,CLE,11/06/2022,L
CLE,LAL,11/06/2022,W
LAC,UTA,11/06/2022,L
UTA,LAC,11/06/2022,W
TOR,CHI,11/06/2022,W
WAS,MEM,11/06/2022,L
MEM,WAS,11/06/2022,W
CHI,TOR,11/06/2022,L
NOP,ATL,11/05/2022,L
ATL,NOP,11/05/2022,W
SAC,ORL,11/05/2022,W
ORL,SAC,11/05/2022,L
DEN,SAS,11/05/2022,W
SAS,DEN,11/05/2022,L
POR,PHX,11/05/2022,L
PHX,POR,11/05/2022,W
BKN,CHA,11/05/2022,W
CHA,BKN,11/05/2022,L
NYK,BOS,11/05/2022,L
BOS,NYK,11/05/2022,W
MIL,OKC,11/05/2022,W
HOU,MIN,11/05/2022,L
MIN,HOU,11/05/2022,W
OKC,MIL,11/05/2022,L
DET,CLE,11/04/2022,L
MIN,MIL,11/04/2022,L
MIL,MIN,11/04/2022,W
PHX,POR,11/04/2022,L
POR,PHX,11/04/2022,W
UTA,LAL,11/04/2022,W
LAL,UTA,11/04/2022,L
CLE,DET,11/04/2022,W
PHI,NYK,11/04/2022,L
NYK,PHI,11/04/2022,W
IND,MIA,11/04/2022,W
CHA,MEM,11/04/2022,L
MEM,CHA,11/04/2022,W
NOP,GSW,11/04/2022,W
GSW,NOP,11/04/2022,L
MIA,IND,11/04/2022,L
CHI,BOS,11/04/2022,L
BOS,CHI,11/04/2022,W
LAC,SAS,11/04/2022,W
SAS,LAC,11/04/2022,L
WAS,BKN,11/04/2022,L
BKN,WAS,11/04/2022,W
TOR,DAL,11/04/2022,L
DAL,TOR,11/04/2022,W
DEN,OKC,11/03/2022,W
OKC,DEN,11/03/2022,L
GSW,ORL,11/03/2022,L
ORL,GSW,11/03/2022,W
MIA,SAC,11/02/2022,W
HOU,LAC,11/02/2022,L
LAC,HOU,11/02/2022,W
CLE,BOS,11/02/2022,W
BOS,CLE,11/02/2022,L
NOP,LAL,11/02/2022,L
LAL,NOP,11/02/2022,W
DAL,UTA,11/02/2022,W
TOR,SAS,11/02/2022,W
SAS,TOR,11/02/2022,L
SAC,MIA,11/02/2022,L
UTA,DAL,11/02/2022,L
CHA,CHI,11/02/2022,L
CHI,CHA,11/02/2022,W
ATL,NYK,11/02/2022,W
WAS,PHI,11/02/2022,W
PHI,WAS,11/02/2022,L
NYK,ATL,11/02/2022,L
MIL,DET,11/02/2022,W
DET,MIL,11/02/2022,L
POR,MEM,11/02/2022,L
MEM,POR,11/02/2022,W
BKN,CHI,11/01/2022,L
CHI,BKN,11/01/2022,W
OKC,ORL,11/01/2022,W
ORL,OKC,11/01/2022,L
MIN,PHX,11/01/2022,L
PHX,MIN,11/01/2022,W
MIA,GSW,11/01/2022,W
GSW,MIA,11/01/2022,L
MEM,UTA,10/31/2022,L
SAC,CHA,10/31/2022,W
CHA,SAC,10/31/2022,L
UTA,MEM,10/31/2022,W
HOU,LAC,10/31/2022,L
LAC,HOU,10/31/2022,W
BKN,IND,10/31/2022,W
TOR,ATL,10/31/2022,W
IND,BKN,10/31/2022,L
ATL,TOR,10/31/2022,L
PHI,WAS,10/31/2022,W
WAS,PHI,10/31/2022,L
MIL,DET,10/31/2022,W
DET,MIL,10/31/2022,L
WAS,BOS,10/30/2022,L
LAC,NOP,10/30/2022,L
NOP,LAC,10/30/2022,W
DEN,LAL,10/30/2022,L
LAL,DEN,10/30/2022,W
PHX,HOU,10/30/2022,W
HOU,PHX,10/30/2022,L
DET,GSW,10/30/2022,W
GSW,DET,10/30/2022,L
DAL,ORL,10/30/2022,W
BOS,WAS,10/30/2022,W
MIN,SAS,10/30/2022,L
CLE,NYK,10/30/2022,W
ORL,DAL,10/30/2022,L
SAS,MIN,10/30/2022,W
NYK,CLE,10/30/2022,L
UTA,MEM,10/29/2022,W
GSW,CHA,10/29/2022,L
CHI,PHI,10/29/2022,L
PHI,CHI,10/29/2022,W
CHA,GSW,10/29/2022,W
MEM,UTA,10/29/2022,L
SAC,MIA,10/29/2022,W
MIA,SAC,10/29/2022,L
OKC,DAL,10/29/2022,W
MIL,ATL,10/29/2022,W
ATL,MIL,10/29/2022,L
DAL,OKC,10/29/2022,L
IND,BKN,10/29/2022,W
BKN,IND,10/29/2022,L
SAS,CHI,10/28/2022,W
TOR,PHI,10/28/2022,L
PHI,TOR,10/28/2022,W
HOU,POR,10/28/2022,L
CLE,BOS,10/28/2022,W
POR,HOU,10/28/2022,W
ATL,DET,10/28/2022,W
NOP,PHX,10/28/2022,L
PHX,NOP,10/28/2022,W
LAL,MIN,10/28/2022,L
UTA,DEN,10/28/2022,L
DET,ATL,10/28/2022,L
CHI,SAS,10/28/2022,L
NYK,MIL,10/28/2022,L
MIL,NYK,10/28/2022,W
DEN,UTA,10/28/2022,W
MIN,LAL,10/28/2022,W
ORL,CHA,10/28/2022,W
CHA,ORL,10/28/2022,L
WAS,IND,10/28/2022,L
IND,WAS,10/28/2022,W
BOS,CLE,10/28/2022,L
BKN,DAL,10/27/2022,L
DAL,BKN,10/27/2022,W
GSW,MIA,10/27/2022,W
SAC,MEM,10/27/2022,L
MEM,SAC,10/27/2022,W
LAC,OKC,10/27/2022,L
OKC,LAC,10/27/2022,W
MIA,GSW,10/27/2022,L
BKN,MIL,10/26/2022,L
MIL,BKN,10/26/2022,W
LAL,DEN,10/26/2022,L
PHI,TOR,10/26/2022,L
MIA,POR,10/26/2022,W
TOR,PHI,10/26/2022,W
POR,MIA,10/26/2022,L
NYK,CHA,10/26/2022,W
DEN,LAL,10/26/2022,W
CHA,NYK,10/26/2022,L
SAS,MIN,10/26/2022,L
MIN,SAS,10/26/2022,W
CHI,IND,10/26/2022,W
IND,CHI,10/26/2022,L
DET,ATL,10/26/2022,L
CLE,ORL,10/26/2022,W
UTA,HOU,10/26/2022,W
HOU,UTA,10/26/2022,L
ORL,CLE,10/26/2022,L
ATL,DET,10/26/2022,W
LAC,OKC,10/25/2022,L
OKC,LAC,10/25/2022,W
PHX,GSW,10/25/2022,W
GSW,PHX,10/25/2022,L
DAL,NOP,10/25/2022,L
NOP,DAL,10/25/2022,W
DET,WAS,10/25/2022,L
WAS,DET,10/25/2022,W
MEM,BKN,10/24/2022,W
BKN,MEM,10/24/2022,L
ORL,NYK,10/24/2022,L
NYK,ORL,10/24/2022,W
UTA,HOU,10/24/2022,L
PHI,IND,10/24/2022,W
IND,PHI,10/24/2022,L
HOU,UTA,10/24/2022,W
TOR,MIA,10/24/2022,W
MIA,TOR,10/24/2022,L
CHI,BOS,10/24/2022,W
MIN,SAS,10/24/2022,L
SAS,MIN,10/24/2022,W
BOS,CHI,10/24/2022,L
DEN,POR,10/24/2022,L
POR,DEN,10/24/2022,W
ATL,CHA,10/23/2022,L
CHA,ATL,10/23/2022,W
POR,LAL,10/23/2022,W
LAL,POR,10/23/2022,L
SAC,GSW,10/23/2022,L
GSW,SAC,10/23/2022,W
OKC,MIN,10/23/2022,L
MIN,OKC,10/23/2022,W
UTA,NOP,10/23/2022,W
NOP,UTA,10/23/2022,L
WAS,CLE,10/23/2022,L
CLE,WAS,10/23/2022,W
LAC,PHX,10/23/2022,L
PHX,LAC,10/23/2022,W
MIA,TOR,10/22/2022,W
MIL,HOU,10/22/2022,W
LAC,SAC,10/22/2022,W
DAL,MEM,10/22/2022,W
MEM,DAL,10/22/2022,L
PHI,SAS,10/22/2022,L
SAS,PHI,10/22/2022,W
SAC,LAC,10/22/2022,L
HOU,MIL,10/22/2022,L
TOR,MIA,10/22/2022,L
DET,IND,10/22/2022,L
OKC,DEN,10/22/2022,L
ORL,BOS,10/22/2022,L
CLE,CHI,10/22/2022,W
CHI,CLE,10/22/2022,L
DEN,OKC,10/22/2022,W
IND,DET,10/22/2022,W
BOS,ORL,10/22/2022,W
BKN,TOR,10/21/2022,W
TOR,BKN,10/21/2022,L
PHX,POR,10/21/2022,L
CHA,NOP,10/21/2022,L
NOP,CHA,10/21/2022,W
ORL,ATL,10/21/2022,L
BOS,MIA,10/21/2022,W
MIA,BOS,10/21/2022,L
CHI,WAS,10/21/2022,L
WAS,CHI,10/21/2022,W
MEM,HOU,10/21/2022,W
HOU,MEM,10/21/2022,L
GSW,DEN,10/21/2022,L
DEN,GSW,10/21/2022,W
ATL,ORL,10/21/2022,W
UTA,MIN,10/21/2022,W
MIN,UTA,10/21/2022,L
POR,PHX,10/21/2022,W
NYK,DET,10/21/2022,W
DET,NYK,10/21/2022,L
SAS,IND,10/21/2022,W
IND,SAS,10/21/2022,L
MIL,PHI,10/20/2022,W
LAC,LAL,10/20/2022,W
PHI,MIL,10/20/2022,L
LAL,LAC,10/20/2022,L
MIA,CHI,10/19/2022,L
HOU,ATL,10/19/2022,L
ATL,HOU,10/19/2022,W
OKC,MIN,10/19/2022,L
MIN,OKC,10/19/2022,W
POR,SAC,10/19/2022,W
DEN,UTA,10/19/2022,L
SAC,POR,10/19/2022,L
NOP,BKN,10/19/2022,W
BKN,NOP,10/19/2022,L
NYK,MEM,10/19/2022,L
ORL,DET,10/19/2022,L
MEM,NYK,10/19/2022,W
DET,ORL,10/19/2022,W
SAS,CHA,10/19/2022,L
CHA,SAS,10/19/2022,W
CLE,TOR,10/19/2022,L
UTA,DEN,10/19/2022,W
TOR,CLE,10/19/2022,W
IND,WAS,10/19/2022,L
WAS,IND,10/19/2022,W
PHX,DAL,10/19/2022,W
DAL,PHX,10/19/2022,L
CHI,MIA,10/19/2022,W
LAL,GSW,10/18/2022,L
PHI,BOS,10/18/2022,L
GSW,LAL,10/18/2022,W
BOS,PHI,10/18/2022,W
